Model,Optimization,Total model run time,Avg. 'kernel' inference time per batch,Avg. 'kernel' inference time per image,Total kernel run time,Avg. model run time per batch,Avg. model run time per image,Overhead per batch,Total Overhead,FPS,Peak Memory,Peak Memory Accelerator,Weights Memory,Accuracy
resnet18,Base,1301.733398,1.817602,1.817602,1299.5854299999999,1.820606,1.820606,0.0030040000000000067,2.147860000000005,549.2676158563153,0.14,10.97,10.183093070983887,87.83
resnet18,Pruning,1329.00708,1.851977,1.851977,1324.163555,1.858751,1.858751,0.006774000000000058,4.843410000000041,537.9956290375819,0.14,9.62,9.323553085327148,67.69
resnet18,Distillation,1333.828857,1.85892,1.85892,1329.1278,1.865495,1.865495,0.0065749999999999975,4.701124999999998,536.0507806137531,0.14,10.98,10.13451862335205,99.3
mobilenet_v2,Base,1319.44165,1.839181,1.839181,1315.0144149999999,1.845373,1.845373,0.006191999999999975,4.427279999999982,541.895884520547,0.14,2.84,3.390448570251465,67.41
mobilenet_v2,Pruning,1329.961426,1.854008,1.854008,1325.61572,1.860086,1.860086,0.006077999999999806,4.345769999999861,537.6095772570173,0.14,2.58,3.3179101943969727,69.09
mobilenet_v2,Distillation,1290.613037,1.797375,1.797375,1285.123125,1.805053,1.805053,0.007678000000000074,5.489770000000052,554.0002924982075,0.14,2.84,3.4067869186401367,79.44
efficientnet_b0,Base,20365.150391,28.476951,28.476951,20361.019965,28.482728,28.482728,0.0057770000000019195,4.130555000001372,35.108996804461654,0.44,4.36,6.12664794921875,63.5
efficientnet_b0,Pruning,18725.825928,26.184191,26.184191,18721.696565,26.189966,26.189966,0.005774999999999864,4.1291249999999025,38.18256149283586,0.42,3.75,5.6285200119018555,36.92
efficientnet_b0,Distillation,20363.906494,28.47601,28.47601,20360.347149999998,28.480988,28.480988,0.004978000000001259,3.5592700000009003,35.1111413819675,0.44,4.36,6.1744585037231445,44.76
mnasnet1_0,Base,1304.835449,1.819594,1.819594,1301.00971,1.824945,1.824945,0.005351000000000106,3.8259650000000756,547.9618143023029,0.14,3.94,4.155346870422363,82.94
mnasnet1_0,Pruning,1315.057617,1.834624,1.834624,1311.7561600000001,1.839241,1.839241,0.004616999999999871,3.301154999999908,543.7024133065039,0.14,3.66,3.8280601501464844,69.37
mnasnet1_0,Distillation,1290.644043,1.799955,1.799955,1286.967825,1.805097,1.805097,0.00514199999999998,3.6765299999999854,553.9869833808236,0.14,3.94,4.023832321166992,85.59
resnet18,Base,1290.962158,1.799694,1.799694,1286.7812099999999,1.805541,1.805541,0.005847000000000158,4.180605000000113,553.8504715798183,0.14,10.97,10.183093070983887,87.83
resnet18,Pruning,1328.924316,1.853548,1.853548,1325.28682,1.858635,1.858635,0.005087000000000064,3.6372050000000455,538.0291348359976,0.14,9.62,9.323553085327148,67.69
resnet18,Distillation,1305.925293,1.821778,1.821778,1302.57127,1.826469,1.826469,0.004691000000000001,3.3540650000000003,547.5045194641161,0.14,10.98,10.13451862335205,99.3
mobilenet_v2,Base,1308.879639,1.825289,1.825289,1305.081635,1.830601,1.830601,0.005311999999999983,3.798079999999988,546.2687161565664,0.14,2.84,3.390448570251465,67.41
mobilenet_v2,Pruning,1291.846924,1.8016,1.8016,1288.144,1.806779,1.806779,0.005178999999999823,3.702984999999873,553.4711479484856,0.14,2.58,3.3179101943969727,69.09
mobilenet_v2,Distillation,1347.581055,1.877063,1.877063,1342.100045,1.884729,1.884729,0.007666000000000173,5.481190000000123,530.5803293591123,0.14,2.84,3.4067869186401367,79.44
efficientnet_b0,Base,20363.873047,28.476564,28.476564,20360.74326,28.480941,28.480941,0.00437700000000163,3.129555000001165,35.1111990508767,0.44,4.36,6.12664794921875,63.5
efficientnet_b0,Pruning,18726.901367,26.18389,26.18389,18721.481350000002,26.19147,26.19147,0.007579999999997256,5.419699999998038,38.18036876404722,0.42,3.75,5.6285200119018555,36.92
efficientnet_b0,Distillation,20364.473389,28.475811,28.475811,20360.204865,28.481781,28.481781,0.005970000000001363,4.268550000000975,35.11016397734163,0.44,4.36,6.1744585037231445,44.76
mnasnet1_0,Base,1281.862793,1.78645,1.78645,1277.31175,1.792815,1.792815,0.006364999999999954,4.550974999999967,557.7820059248728,0.14,3.94,4.155346870422363,82.94
mnasnet1_0,Pruning,1332.787109,1.856155,1.856155,1327.150825,1.864038,1.864038,0.007883000000000084,5.636345000000061,536.4697746337521,0.14,3.66,3.8280601501464844,69.37
mnasnet1_0,Distillation,1296.86792,1.809831,1.809831,1294.029165,1.813801,1.813801,0.003970000000000029,2.838550000000021,551.3283110588471,0.14,3.94,4.023832321166992,85.59
resnet18,Base,1329.510254,1.853211,1.853211,1325.045865,1.859455,1.859455,0.006244000000000138,4.4644600000000985,537.7920161569509,0.14,10.97,10.183093070983887,87.83
resnet18,Pruning,1305.803223,1.820406,1.820406,1301.5902899999999,1.826298,1.826298,0.005892000000000008,4.212780000000006,547.5557016602646,0.14,9.62,9.323553085327148,67.69
resnet18,Distillation,1266.520996,1.76698,1.76698,1263.3907,1.771358,1.771358,0.004377999999999993,3.130269999999995,564.5386079331921,0.14,10.98,10.13451862335205,99.3
mobilenet_v2,Base,1298.983887,1.808537,1.808537,1293.103955,1.816761,1.816761,0.008224000000000009,5.880160000000006,550.4302302404155,0.14,2.84,3.390448570251465,67.41
mobilenet_v2,Pruning,1332.587646,1.855291,1.855291,1326.533065,1.863759,1.863759,0.00846799999999992,6.054619999999943,536.5500739453802,0.14,2.58,3.3179101943969727,69.09
mobilenet_v2,Distillation,1306.165527,1.821296,1.821296,1302.22664,1.826805,1.826805,0.005508999999999986,3.93893499999999,547.4038207410139,0.14,2.84,3.4067869186401367,79.44
efficientnet_b0,Base,20363.807373,28.475686,28.475686,20360.11549,28.480849,28.480849,0.005162999999999585,3.691544999999703,35.11131228573717,0.44,4.36,6.12664794921875,63.5
efficientnet_b0,Pruning,18724.770996,26.182956,26.182956,18720.81354,26.188491,26.188491,0.005534999999998291,3.9575249999987783,38.18471265430904,0.42,3.75,5.6285200119018555,36.92
efficientnet_b0,Distillation,20363.945312,28.475826,28.475826,20360.21559,28.481042,28.481042,0.005215999999997223,3.7294399999980143,35.11107445268315,0.44,4.36,6.1744585037231445,44.76
mnasnet1_0,Base,1299.281006,1.812435,1.812435,1295.891025,1.817176,1.817176,0.004740999999999884,3.389814999999917,550.3043581012682,0.14,3.94,4.155346870422363,82.94
mnasnet1_0,Pruning,1319.142334,1.840981,1.840981,1316.301415,1.844954,1.844954,0.003973000000000004,2.840695000000003,542.0188417666233,0.14,3.66,3.8280601501464844,69.37
mnasnet1_0,Distillation,1340.022705,1.868915,1.868915,1336.2742250000001,1.874158,1.874158,0.005242999999999887,3.7487449999999187,533.5730486745745,0.14,3.94,4.023832321166992,85.59
