Model,Optimization,Total 'kernel' inference time,Avg. 'kernel' inference time per batch,Avg. 'kernel' inference time per image,Total sequential executor time,Avg. sequential executor time per batch,Avg. sequential executor time per image,Total model run time,Avg. model run time per batch,Avg. model run time per image,Total ONNX runtime overhead,Avg. ONNX runtime overhead per batch,Avg. ONNX runtime overhead per image,FPS,total_nodes_executed,p95_node_latency_ms,Max Memory Arena Consumption,Weights Memory Consumptions,Accuracy,Avg. Loss
resnet18,Base,91994.641,128.66383356643357,128.66383356643357,92261.457,129.0370027972028,129.0370027972028,92289.638,129.07641678321679,129.07641678321679,28.18100000001141,0.03941398601398305,0.03941398601398305,7.74734862433852,17160,11.65,3.06MB,42.62MB,95.94405594405595,0.14547923444136274
resnet18,Quantization,21734.006,30.39721118881119,30.39721118881119,21954.11,30.70504895104895,30.70504895104895,21988.437,30.753058741258744,30.753058741258744,34.327000000001135,0.048009790209793124,0.048009790209793124,32.517090687255305,25740,4.389049999999999,784.00KB,42.55KB,86.57342657342657,0.6419733813824172
resnet18,Pruning,80733.993,112.91467552447553,112.91467552447553,80982.259,113.26190069930071,113.26190069930071,81008.416,113.29848391608391,113.29848391608391,26.156999999991967,0.036583216783199646,0.036583216783199646,8.826243436237538,17160,10.983,2.68MB,37.37MB,80.6993006993007,1.2708882793978666
resnet18,Distillation,92742.273,129.70947272727273,129.70947272727273,93003.601,130.07496643356643,130.07496643356643,93031.297,130.11370209790212,130.11370209790212,27.696000000010827,0.038735664335689535,0.038735664335689535,7.685585636842189,17160,11.629,3.06MB,42.62MB,86.99300699300699,0.4447043968356465
mobilenet_v2,Base,32958.34,46.095580419580415,46.095580419580415,33399.904,46.71315244755245,46.71315244755245,33444.768,46.775899300699294,46.775899300699294,44.86399999999412,0.06274685314684092,0.06274685314684092,21.378530716672937,39325,4.194,4.59MB,8.42MB,98.46153846153847,0.05708842912232655
mobilenet_v2,Quantization,13703.977,19.1664013986014,19.1664013986014,14124.64,19.75474125874126,19.75474125874126,14184.839,19.838935664335665,19.838935664335665,60.199000000000524,0.08419440559440616,0.08419440559440616,50.405929880487186,49335,0.723,1.15MB,150.61KB,82.0979020979021,0.4283469712644674
mobilenet_v2,Pruning,27859.593,38.96446573426574,38.96446573426574,28277.484,39.548928671328675,39.548928671328675,28321.651,39.6107006993007,39.6107006993007,44.16700000000128,0.06177202797202597,0.06177202797202597,25.245703366657544,39325,2.740399999999987,4.21MB,7.46MB,69.37062937062937,0.9211150213753954
mobilenet_v2,Distillation,32783.515,45.851069930069926,45.851069930069926,33206.2,46.44223776223776,46.44223776223776,33246.661,46.49882657342658,46.49882657342658,40.46100000000297,0.05658881118881709,0.05658881118881709,21.5059190455246,39325,4.159799999999995,4.59MB,8.42MB,98.18181818181819,0.05519982252961777
efficientnet_b0,Base,65586.603,91.72951468531468,91.72951468531468,66561.155,93.09252447552447,93.09252447552447,66633.83,93.19416783216784,93.19416783216784,72.67500000000291,0.10164335664336477,0.10164335664336477,10.730285201976233,117975,2.1665999999999768,4.59MB,15.21MB,98.32167832167832,0.047615103745474896
efficientnet_b0,Quantization,25214.989,35.265718881118886,35.265718881118886,26452.371,36.996323076923076,36.996323076923076,26591.563,37.1909972027972,37.1909972027972,139.1919999999991,0.1946741258741227,0.1946741258741227,26.888227668302164,173745,0.372,2.30MB,269.44KB,49.23076923076923,1.5114722384943762
efficientnet_b0,Pruning,58385.294,81.65775384615385,81.65775384615385,59344.951,82.99993146853147,82.99993146853147,59416.291,83.09970769230769,83.09970769230769,71.33999999999651,0.09977622377621742,0.09977622377621742,12.033736673330889,117975,1.7372999999999885,4.21MB,13.12MB,70.34965034965035,0.7702027702467893
efficientnet_b0,Distillation,66096.429,92.44255804195805,92.44255804195805,67117.516,93.87065174825176,93.87065174825176,67188.194,93.96950209790211,93.96950209790211,70.67799999999988,0.09885034965034833,0.09885034965034833,10.641750543257643,117975,2.2172999999999883,4.59MB,15.21MB,96.22377622377623,0.09605072731443792
mnasnet1_0,Base,36729.449,51.36985874125874,51.36985874125874,37163.503,51.976927272727266,51.976927272727266,37207.177,52.03800979020979,52.03800979020979,43.674000000006345,0.061082517482525134,0.061082517482525134,19.21672262316488,38610,4.452,2.30MB,11.76MB,85.31468531468532,0.38520128621452754
mnasnet1_0,Quantization,10778.648,15.075032167832166,15.075032167832166,11219.2,15.691188811188812,15.691188811188812,11283.449,15.781047552447554,15.781047552447554,64.2489999999998,0.08985874125874105,0.08985874125874105,63.367149530254444,50050,0.502,588.00KB,167.34KB,66.99300699300699,0.6238620943956442
mnasnet1_0,Pruning,30714.954,42.957977622377626,42.957977622377626,31119.16,43.5233006993007,43.5233006993007,31161.099,43.58195664335664,43.58195664335664,41.93899999999849,0.058655944055942655,0.058655944055942655,22.945275453859956,38610,4.223,1.91MB,10.30MB,78.88111888111888,0.4621742544384141
mnasnet1_0,Distillation,37079.783,51.85983636363637,51.85983636363637,37507.416,52.45792447552447,52.45792447552447,37547.61,52.51413986013986,52.51413986013986,40.19400000000314,0.056215384615391883,0.056215384615391883,19.04249032095518,38610,4.505,2.30MB,11.76MB,82.65734265734265,0.5190731505750698
resnet18,Base,93869.176,131.28556083916084,131.28556083916084,94155.417,131.6858979020979,131.6858979020979,94185.317,131.72771608391608,131.72771608391608,29.89999999999418,0.041818181818172206,0.041818181818172206,7.591416823494898,17160,12.083199999999998,3.06MB,42.62MB,95.94405594405595,0.14547923444136274
resnet18,Quantization,24202.53,33.84969230769231,33.84969230769231,24468.9,34.22223776223777,34.22223776223777,24511.546,34.281882517482515,34.281882517482515,42.645999999997,0.059644755244747216,0.059644755244747216,29.16992669495429,25740,4.805049999999999,784.00KB,42.55KB,86.57342657342657,0.6419733813824172
resnet18,Pruning,85481.007,119.55385594405594,119.55385594405594,85787.987,119.9831986013986,119.9831986013986,85819.515,120.0272937062937,120.0272937062937,31.528000000005704,0.044095104895106374,0.044095104895106374,8.331438368068149,17160,11.695,2.68MB,37.37MB,80.6993006993007,1.2708882793978666
resnet18,Distillation,98332.012,137.5272895104895,137.5272895104895,98628.891,137.9425048951049,137.9425048951049,98659.313,137.98505314685315,137.98505314685315,30.421999999991385,0.042548251748257826,0.042548251748257826,7.247161755525299,17160,12.373,3.06MB,42.62MB,86.99300699300699,0.4447043968356465
mobilenet_v2,Base,32568.122,45.54982097902098,45.54982097902098,33013.039,46.172082517482515,46.172082517482515,33053.064,46.22806153846154,46.22806153846154,40.025000000001455,0.05597902097902363,0.05597902097902363,21.631882599446755,39325,4.1737999999999955,4.59MB,8.42MB,98.46153846153847,0.05708842912232655
mobilenet_v2,Quantization,13646.387,19.085855944055943,19.085855944055943,14064.002,19.669932867132868,19.669932867132868,14123.112,19.752604195804196,19.752604195804196,59.10999999999876,0.08267132867132787,0.08267132867132787,50.6262359174097,49335,0.721,1.15MB,150.61KB,82.0979020979021,0.4283469712644674
mobilenet_v2,Pruning,27663.84,38.69068531468532,38.69068531468532,28081.63,39.275006993007,39.275006993007,28122.687,39.33242937062937,39.33242937062937,41.0570000000007,0.05742237762237323,0.05742237762237323,25.424313117733025,39325,2.412799999999952,4.21MB,7.46MB,69.37062937062937,0.9211150213753954
mobilenet_v2,Distillation,32494.605,45.447,45.447,32949.967,46.08386993006992,46.08386993006992,32992.132,46.142841958041956,46.142841958041956,42.16500000000087,0.05897202797203249,0.05897202797203249,21.671833757212177,39325,4.192799999999996,4.59MB,8.42MB,98.18181818181819,0.05519982252961777
efficientnet_b0,Base,66626.718,93.18422097902096,93.18422097902096,67644.187,94.60725454545455,94.60725454545455,67715.419,94.70687972027972,94.70687972027972,71.23199999998906,0.09962517482516375,0.09962517482516375,10.558895013261308,117975,2.393,4.59MB,15.21MB,98.32167832167832,0.047615103745474896
efficientnet_b0,Quantization,25332.489,35.430054545454546,35.430054545454546,26574.802,37.16755524475524,37.16755524475524,26713.089,37.360963636363635,37.360963636363635,138.28700000000026,0.19340839160839352,0.19340839160839352,26.765904909012956,173745,0.37,2.30MB,269.44KB,49.23076923076923,1.5114722384943762
efficientnet_b0,Pruning,57748.836,80.7676027972028,80.7676027972028,58710.306,82.11231608391608,82.11231608391608,58780.542,82.21054825174825,82.21054825174825,70.23600000000442,0.09823216783216537,0.09823216783216537,12.163889199932862,117975,1.746,4.21MB,13.12MB,70.34965034965035,0.7702027702467893
efficientnet_b0,Distillation,66630.989,93.19019440559441,93.19019440559441,67631.51,94.58952447552447,94.58952447552447,67701.199,94.6869916083916,94.6869916083916,69.68899999999849,0.0974671328671235,0.0974671328671235,10.561112809833695,117975,2.393,4.59MB,15.21MB,96.22377622377623,0.09605072731443792
mnasnet1_0,Base,36792.413,51.45792027972028,51.45792027972028,37232.854,52.073921678321675,52.073921678321675,37274.562,52.13225454545454,52.13225454545454,41.70799999999872,0.05833286713286867,0.05833286713286867,19.18198260787075,38610,4.488,2.30MB,11.76MB,85.31468531468532,0.38520128621452754
mnasnet1_0,Quantization,11173.608,15.627423776223777,15.627423776223777,11604.916,16.23065174825175,16.23065174825175,11670.494,16.322369230769233,16.322369230769233,65.57800000000134,0.09171748251748468,0.09171748251748468,61.26561566288453,50050,0.5105499999999956,588.00KB,167.34KB,66.99300699300699,0.6238620943956442
mnasnet1_0,Pruning,30668.557,42.89308671328671,42.89308671328671,31072.489,43.45802657342657,43.45802657342657,31112.248,43.51363356643357,43.51363356643357,39.758999999998196,0.055606993006996674,0.055606993006996674,22.981303054668373,38610,4.161,1.91MB,10.30MB,78.88111888111888,0.4621742544384141
mnasnet1_0,Distillation,37642.083,52.64626993006993,52.64626993006993,38080.22,53.25904895104895,53.25904895104895,38122.239,53.317816783216784,53.317816783216784,42.01900000000023,0.0587678321678311,0.0587678321678311,18.755456624675166,38610,4.52,2.30MB,11.76MB,82.65734265734265,0.5190731505750698
resnet18,Base,97142.186,135.8631972027972,135.8631972027972,97419.004,136.25035524475524,136.25035524475524,97448.519,136.29163496503497,136.29163496503497,29.514999999999418,0.041279720279732146,0.041279720279732146,7.337207454122519,17160,12.357099999999997,3.06MB,42.62MB,95.94405594405595,0.14547923444136274
resnet18,Quantization,24194.588,33.83858461538461,33.83858461538461,24473.172,34.228212587412585,34.228212587412585,24515.373,34.28723496503496,34.28723496503496,42.20100000000093,0.05902237762237661,0.05902237762237661,29.165373090590954,25740,4.718099999999999,784.00KB,42.55KB,86.57342657342657,0.6419733813824172
resnet18,Pruning,86010.179,120.29395664335665,120.29395664335665,86287.123,120.68129090909092,120.68129090909092,86317.116,120.72323916083916,120.72323916083916,29.99299999998766,0.04194825174823791,0.04194825174823791,8.283409283507572,17160,11.56105,2.68MB,37.37MB,80.6993006993007,1.2708882793978666
resnet18,Distillation,95746.73,133.91151048951048,133.91151048951048,96012.439,134.28313146853148,134.28313146853148,96041.679,134.32402657342658,134.32402657342658,29.24000000000524,0.04089510489509962,0.04089510489509962,7.444684510357217,17160,12.183149999999998,3.06MB,42.62MB,86.99300699300699,0.4447043968356465
mobilenet_v2,Base,33214.407,46.453716083916085,46.453716083916085,33670.212,47.091205594405594,47.091205594405594,33713.161,47.151274125874124,47.151274125874124,42.949000000000524,0.06006853146853075,0.06006853146853075,21.208334632282035,39325,4.22,4.59MB,8.42MB,98.46153846153847,0.05708842912232655
mobilenet_v2,Quantization,13567.684,18.97578181818182,18.97578181818182,14031.986,19.625155244755245,19.625155244755245,14090.765,19.707363636363635,19.707363636363635,58.77899999999863,0.08220839160838977,0.08220839160838977,50.7424543663882,49335,0.722,1.15MB,150.61KB,82.0979020979021,0.4283469712644674
mobilenet_v2,Pruning,27756.258,38.81994125874126,38.81994125874126,28178.472,39.410450349650354,39.410450349650354,28221.425,39.47052447552448,39.47052447552448,42.9529999999977,0.06007412587412375,0.06007412587412375,25.33536134337653,39325,2.8797999999999955,4.21MB,7.46MB,69.37062937062937,0.9211150213753954
mobilenet_v2,Distillation,32689.073,45.718983216783215,45.718983216783215,33118.317,46.31932447552448,46.31932447552448,33159.317,46.376667132867134,46.376667132867134,41.0,0.05734265734265165,0.05734265734265165,21.56256716626582,39325,4.199799999999995,4.59MB,8.42MB,98.18181818181819,0.05519982252961777
efficientnet_b0,Base,66019.885,92.33550349650349,92.33550349650349,67022.313,93.7375006993007,93.7375006993007,67092.653,93.83587832167834,93.83587832167834,70.34000000001106,0.09837762237764025,0.09837762237764025,10.65690456449829,117975,2.379299999999988,4.59MB,15.21MB,98.32167832167832,0.047615103745474896
efficientnet_b0,Quantization,25155.242,35.18215664335664,35.18215664335664,26502.059,37.06581678321678,37.06581678321678,26649.525,37.27206293706294,37.27206293706294,147.46600000000035,0.20624615384615907,0.20624615384615907,26.829746496419727,173745,0.368,2.30MB,269.44KB,49.23076923076923,1.5114722384943762
efficientnet_b0,Pruning,57746.624,80.7645090909091,80.7645090909091,58740.902,82.1551076923077,82.1551076923077,58811.347,82.25363216783217,82.25363216783217,70.44499999999971,0.09852447552447074,0.09852447552447074,12.157517834100961,117975,1.759,4.21MB,13.12MB,70.34965034965035,0.7702027702467893
efficientnet_b0,Distillation,65618.263,91.77379440559442,91.77379440559442,66643.114,93.20715244755245,93.20715244755245,66713.857,93.30609370629371,93.30609370629371,70.74300000000221,0.09894125874126303,0.09894125874126303,10.717413625178349,117975,2.183,4.59MB,15.21MB,96.22377622377623,0.09605072731443792
mnasnet1_0,Base,36994.036,51.73991048951049,51.73991048951049,37410.956,52.32301538461538,52.32301538461538,37452.441,52.38103636363636,52.38103636363636,41.48500000000058,0.05802097902098069,0.05802097902098069,19.090878482393176,38610,4.485,2.30MB,11.76MB,85.31468531468532,0.38520128621452754
mnasnet1_0,Quantization,11113.626,15.543532867132868,15.543532867132868,11536.729,16.135285314685312,16.135285314685312,11596.857,16.21938041958042,16.21938041958042,60.12800000000061,0.08409510489510907,0.08409510489510907,61.6546362518741,50050,0.522,588.00KB,167.34KB,66.99300699300699,0.6238620943956442
mnasnet1_0,Pruning,31048.897,43.42503076923077,43.42503076923077,31443.287,43.97662517482517,43.97662517482517,31483.746,44.03321118881119,44.03321118881119,40.45899999999892,0.056586013986013484,0.056586013986013484,22.710131126073755,38610,4.217,1.91MB,10.30MB,78.88111888111888,0.4621742544384141
mnasnet1_0,Distillation,37553.084,52.52179580419581,52.52179580419581,37962.632,53.094590209790205,53.094590209790205,38003.524,53.15178181818182,53.15178181818182,40.891999999999825,0.05719160839161219,0.05719160839161219,18.81404471858978,38610,4.503,2.30MB,11.76MB,82.65734265734265,0.5190731505750698
resnet18,Base,96957.674,135.60513846153847,135.60513846153847,97258.697,136.02614965034965,136.02614965034965,97288.208,136.06742377622376,136.06742377622376,29.510999999998603,0.04127412587411072,0.04127412587411072,7.349297666167312,17160,12.311149999999998,3.06MB,42.62MB,95.94405594405595,0.14547923444136274
resnet18,Quantization,23742.473,33.20625594405595,33.20625594405595,24003.476,33.5712951048951,33.5712951048951,24043.806,33.6277006993007,33.6277006993007,40.330000000001746,0.056405594405603665,0.056405594405603665,29.73738849831012,25740,4.639049999999999,784.00KB,42.55KB,86.57342657342657,0.6419733813824172
resnet18,Pruning,84821.589,118.63159300699301,118.63159300699301,85118.9,119.04741258741258,119.04741258741258,85148.373,119.08863356643357,119.08863356643357,29.47300000001269,0.04122097902099142,0.04122097902099142,8.39710701225025,17160,11.564299999999996,2.68MB,37.37MB,80.6993006993007,1.2708882793978666
resnet18,Distillation,96023.096,134.29803636363638,134.29803636363638,96303.792,134.6906181818182,134.6906181818182,96334.513,134.73358461538461,134.73358461538461,30.721000000005006,0.04296643356641994,0.04296643356641994,7.4220544406551365,17160,12.25305,3.06MB,42.62MB,86.99300699300699,0.4447043968356465
mobilenet_v2,Base,32832.974,45.92024335664336,45.92024335664336,33275.085,46.53858041958042,46.53858041958042,33315.901,46.59566573426573,46.59566573426573,40.815999999998894,0.05708531468530964,0.05708531468530964,21.46122357609359,39325,4.209799999999995,4.59MB,8.42MB,98.46153846153847,0.05708842912232655
mobilenet_v2,Quantization,13468.524,18.837096503496504,18.837096503496504,13889.998,19.42657062937063,19.42657062937063,13947.953,19.507626573426574,19.507626573426574,57.95499999999993,0.08105594405594374,0.08105594405594374,51.26200238845083,49335,0.719,1.15MB,150.61KB,82.0979020979021,0.4283469712644674
mobilenet_v2,Pruning,27779.511,38.85246293706294,38.85246293706294,28163.769,39.389886713286714,39.389886713286714,28204.454,39.44678881118881,39.44678881118881,40.68500000000131,0.056902097902096216,0.056902097902096216,25.350605971666745,39325,2.897,4.21MB,7.46MB,69.37062937062937,0.9211150213753954
mobilenet_v2,Distillation,32961.142,46.0994993006993,46.0994993006993,33385.67,46.693244755244756,46.693244755244756,33427.315,46.75148951048951,46.75148951048951,41.645000000004075,0.058244755244757584,0.058244755244757584,21.389692830548906,39325,4.213,4.59MB,8.42MB,98.18181818181819,0.05519982252961777
efficientnet_b0,Base,66253.024,92.66157202797203,92.66157202797203,67233.398,94.03272447552447,94.03272447552447,67304.242,94.13180699300699,94.13180699300699,70.84399999999732,0.09908251748251473,0.09908251748251473,10.623401716640684,117975,2.21,4.59MB,15.21MB,98.32167832167832,0.047615103745474896
efficientnet_b0,Quantization,25206.074,35.25325034965035,35.25325034965035,26496.762,37.05840839160839,37.05840839160839,26639.333,37.25780839160839,37.25780839160839,142.5709999999999,0.19940000000000424,0.19940000000000424,26.84001134713095,173745,0.369,2.30MB,269.44KB,49.23076923076923,1.5114722384943762
